Contract#;Serial;Model Name;Item Code;Item Name;Location Name;LFV
S51831/23;35C51412;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51283;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51431;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51261;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51372;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51373;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51241;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51251;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51506;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C52059;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51910;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C52061;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C49421;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C49926;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55025;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55208;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55211;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51156;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51217;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51219;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51270;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51222;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51224;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51151;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51144;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51223;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51470;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51149;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51215;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51272;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51406;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51120;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51116;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51113;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51115;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51416;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51410;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51411;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51432;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51253;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51371;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51254;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51242;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51370;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51728;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51601;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51736;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51594;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51597;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51738;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51734;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51591;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51602;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51592;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51730;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51735;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51941;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51943;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C52058;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51909;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51913;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51912;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C51510;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;4MK04110;IRADXC3926I;5963C018AA;IR-ADV C3926I 120V BRZ;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;11.21.01
S51831/23;35C47631;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47561;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55027;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C49924;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C49419;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55023;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55203;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55212;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C55030;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47627;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
R15363/18;4JV02492;IRADX4945I;5970C016BA;IR-ADV 4945I 120V BRZ;SERBOM ARMAZENS GERAIS FRIGORIFICOS LTDA;15.15.01
R2625/07;23D28580;IRADX527IF;3893C019AA;IR-ADV DX 527IF 120V BRZ;ACCESSTAGE TECNOLOGIA SA;41.25.01
R51888/24;3DR04403;MF1538C;4930C027AA;MF1538C 110-127V BRZ;JA SAUDE ANIMAL SA;09.02.01
S51831/23;35C48714;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48616;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48438;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48739;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47975;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47978;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48527;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48699;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48700;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C46571;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48719;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47970;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48129;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48729;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48641;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48685;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48705;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47968;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48103;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48569;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48083;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48115;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48696;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47798;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45475;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48531;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45625;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45485;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44328;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48732;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48014;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47618;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45549;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45407;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48731;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48172;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48724;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44199;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47639;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48538;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44218;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C42524;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C42253;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47387;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47661;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47409;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47403;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C42250;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C42540;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48066;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48703;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47672;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48633;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48707;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47743;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47670;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45536;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45397;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47575;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47584;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47915;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47921;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48448;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48581;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48631;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48701;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48516;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48675;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48723;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48525;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48726;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48652;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45401;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44333;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47669;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47740;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47749;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48576;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47718;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47847;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48100;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47943;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44337;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
